,screen_name,name,description,favourites_count,followers_count,following,friends_count,location,profile_image_url,profile_image_url_https,time_zone,url,verified,created_at
10,sherryontopp,Navjot Singh Sidhu,"Former Indian cricketer, commentator, cricket analyst, politician, TV personality & much more.",0,134143,False,25,,http://pbs.twimg.com/profile_images/3534535878/3f80b26835f06c3fad6753e38f6c75ee_normal.jpeg,https://pbs.twimg.com/profile_images/3534535878/3f80b26835f06c3fad6753e38f6c75ee_normal.jpeg,,http://t.co/pQmFnig2Ix,True,Mon Apr 01 15:43:39 +0000 2013
11,Rihaanpatel,Rihaan Patel,Film Producer @New Age Cinema,19,78,False,77,"Ahmedabad City, IND",http://pbs.twimg.com/profile_images/471583627201896449/zVTTpQE3_normal.jpeg,https://pbs.twimg.com/profile_images/471583627201896449/zVTTpQE3_normal.jpeg,Mumbai,http://t.co/TTtp4V8vXY,False,Sun Jul 05 07:10:00 +0000 2009
12,RideShareus,RideShare,,4317,343,False,531,India,http://pbs.twimg.com/profile_images/414501427969392640/u_ecsNAn_normal.png,https://pbs.twimg.com/profile_images/414501427969392640/u_ecsNAn_normal.png,New Delhi,http://t.co/at88rSXE4O,False,Wed Jun 13 14:17:46 +0000 2012
13,EssentialFact,UNIMAGINABLE,"What really distinguishes you from the rest are the UNIMAGINABLE Posts. Posting tweets , Pictures and best Retweets to keep you updated Daily.",720,686631,False,1667,relatenoteposts@gmail.com,http://pbs.twimg.com/profile_images/423222934686031872/B0-KOkZ2_normal.jpeg,https://pbs.twimg.com/profile_images/423222934686031872/B0-KOkZ2_normal.jpeg,New Delhi,,False,Wed Apr 11 17:03:31 +0000 2012
14,AnnaKendrick47,Anna Kendrick,"Pale, awkward and very very small. Form an orderly queue, gents.",311,2480128,False,216,Location: probably by the food,http://pbs.twimg.com/profile_images/455808489395208192/UCJMlyBX_normal.jpeg,https://pbs.twimg.com/profile_images/455808489395208192/UCJMlyBX_normal.jpeg,Pacific Time (US & Canada),,True,Sat Jul 25 01:57:57 +0000 2009
15,JustReIatabIe,Relatable,"I’m just a teen, standing in front of the world, asking you to follow me.",22,1876898,False,703,,http://pbs.twimg.com/profile_images/466343813045559296/lGq7ialp_normal.jpeg,https://pbs.twimg.com/profile_images/466343813045559296/lGq7ialp_normal.jpeg,Atlantic Time (Canada),,False,Thu Nov 10 20:50:35 +0000 2011
16,sachin_rt,sachin tendulkar,Proud Indian,0,4326883,True,8,"ÜT: 18.986431,72.823769",http://pbs.twimg.com/profile_images/2504398687/344204969_normal.jpg,https://pbs.twimg.com/profile_images/2504398687/344204969_normal.jpg,,http://t.co/TCNcUDBwuE,True,Wed Apr 21 07:42:23 +0000 2010
17,KapilSharmaK9,Kapil Sharma,Actor...who loves to make ppl laugh... ..https://t.co/rS2MqjQG2f,14,538615,False,31,"Mumbai, India",http://pbs.twimg.com/profile_images/453068330161561600/1zwbz6dA_normal.jpeg,https://pbs.twimg.com/profile_images/453068330161561600/1zwbz6dA_normal.jpeg,Chennai,http://t.co/QqVnfrSwff,True,Sat Jun 08 10:19:55 +0000 2013
18,FunnyWorId,,do people even read these,138,1101902,False,84,,http://pbs.twimg.com/profile_images/444711361096859649/pMrstdpn_normal.jpeg,https://pbs.twimg.com/profile_images/444711361096859649/pMrstdpn_normal.jpeg,Amsterdam,,False,Sun Apr 25 20:01:16 +0000 2010
19,SriSri,Sri Sri Ravi Shankar,"Sri Sri Ravi Shankar is a renowned spiritual leader & global humanitarian. His vision of a violence-free, stress-free society has united millions of people.",1,358485,False,0,Bangalore,http://pbs.twimg.com/profile_images/2056100346/srisri_twitter_normal.jpg,https://pbs.twimg.com/profile_images/2056100346/srisri_twitter_normal.jpg,Chennai,http://t.co/6KPXVe0DkW,True,Wed Jul 29 05:50:36 +0000 2009
20,BEFOREiDlE,Before I Die™,What would you like to do before you die? Follow and find out!  It's gonna be the best life ever ♥,32,263802,False,98,Worldwide,http://pbs.twimg.com/profile_images/435175415196315648/7wHxDEyu_normal.jpeg,https://pbs.twimg.com/profile_images/435175415196315648/7wHxDEyu_normal.jpeg,New Delhi,https://t.co/taRnl1P6kp,False,Sat Jan 09 20:47:59 +0000 2010
21,WorIdComedy,Sarcasm,I tweet Sarcasm and shit. Please don't be offended by my jokes just Enjoy!,106,814558,False,127,,http://pbs.twimg.com/profile_images/429116984014299136/JQLEzY-I_normal.jpeg,https://pbs.twimg.com/profile_images/429116984014299136/JQLEzY-I_normal.jpeg,Pacific Time (US & Canada),,False,Tue May 31 01:10:56 +0000 2011
22,WoWFactz,WoW Facts,"Unbelievably true, crazy, weird, amazing and fascinating facts. YOUR MIND = BLOWN! #Contact: wowfactz@outlook.com",106,576695,False,333,,http://pbs.twimg.com/profile_images/2935988929/4fa3563dc6e35e3de658626ba5c9c117_normal.png,https://pbs.twimg.com/profile_images/2935988929/4fa3563dc6e35e3de658626ba5c9c117_normal.png,Mumbai,,False,Wed Aug 03 15:05:38 +0000 2011
23,Failtext,Fail Text!,Capturing Text Fail Moments which makes you yell Damm AutoCorrects but finally you laugh!! Follow for non-stop epic fail moments.,1068,852522,False,158,,http://pbs.twimg.com/profile_images/378800000560313918/d77a8686052518a972533d3124229a88_normal.png,https://pbs.twimg.com/profile_images/378800000560313918/d77a8686052518a972533d3124229a88_normal.png,Pacific Time (US & Canada),,False,Tue Mar 22 13:58:02 +0000 2011
24,SpeakComedy,Speak Comedy,It took me 10 minutes to think of a bio. This is what I came up with.,302,1836165,False,153,Inside your screen.,http://pbs.twimg.com/profile_images/468112406070063105/0i6yruR1_normal.png,https://pbs.twimg.com/profile_images/468112406070063105/0i6yruR1_normal.png,Cairo,http://t.co/QPvyOQTZ8k,False,Thu Jun 25 11:22:36 +0000 2009
25,ItsFunTimes,Funny Tweets,Keep Calm and Have Fun.,1,2740,False,2138,,http://pbs.twimg.com/profile_images/441435025486004224/aRwHETM1_normal.jpeg,https://pbs.twimg.com/profile_images/441435025486004224/aRwHETM1_normal.jpeg,Chennai,http://t.co/78RCcLpudd,False,Thu Oct 10 09:03:27 +0000 2013
26,TheUnusualFact,Did You Know?,"Wikipedia of Twitter.Follow us and Learn something new everyday. The first *DID YOU KNOW* account.
  #Contact: nikisharma7890@gmail.com",37,1121177,False,123,,http://pbs.twimg.com/profile_images/467695937083543553/KK3O2ySI_normal.png,https://pbs.twimg.com/profile_images/467695937083543553/KK3O2ySI_normal.png,Chennai,,False,Mon May 21 11:55:14 +0000 2012
27,neverknownfacts,Interesting Facts,"General Knowledge, Interesting Facts, Amazing facts, Latest facts. Known is a drop and Unknown is an Ocean.  #Contact - neverknownfactz@gmail.com |",556,1458579,False,118,,http://pbs.twimg.com/profile_images/433727047899168768/EHTGMaaQ_normal.jpeg,https://pbs.twimg.com/profile_images/433727047899168768/EHTGMaaQ_normal.jpeg,Chennai,http://t.co/HvUwXn3DQ0,False,Sat Jul 07 07:07:07 +0000 2012
28,tim_cook,Tim Cook,"CEO Apple, Fan of Auburn football and Duke basketball",28,487906,False,39,Cupertino,http://pbs.twimg.com/profile_images/378800000483764274/ebce94fb34c055f3dc238627a576d251_normal.jpeg,https://pbs.twimg.com/profile_images/378800000483764274/ebce94fb34c055f3dc238627a576d251_normal.jpeg,Pacific Time (US & Canada),,True,Wed Jul 31 22:41:25 +0000 2013
29,RudeComedian,Rude Comedian,I tweet Rude Comedy and sh*t. Don't be offended by my jokes just Enjoy!,354,1681029,False,139,,http://pbs.twimg.com/profile_images/429291926643171328/XeCr-Hbl_normal.jpeg,https://pbs.twimg.com/profile_images/429291926643171328/XeCr-Hbl_normal.jpeg,Central Time (US & Canada),,False,Wed Nov 11 22:43:00 +0000 2009
30,HornyFacts,Horny Facts™,"If you're 18+ follow us for interesting, funny and mind blowing sex facts - Advertising: HornyFacts@Gmail.com - Kik: HornyFacts69 - Tumblr: HornyFacts69",212,1829739,False,116,,http://pbs.twimg.com/profile_images/2277810707/n2koftzj160sv2hnikt9_normal.png,https://pbs.twimg.com/profile_images/2277810707/n2koftzj160sv2hnikt9_normal.png,Indiana (East),http://t.co/N3hPUtLIMm,False,Tue Apr 24 03:10:39 +0000 2012
31,SexMightHelp,Sex Might Help™,Sometimes all it takes is a little sex.,357,101298,False,2,Bedroom,http://pbs.twimg.com/profile_images/2344841955/ul7bixw2xiaujyqznomd_normal.jpeg,https://pbs.twimg.com/profile_images/2344841955/ul7bixw2xiaujyqznomd_normal.jpeg,Eastern Time (US & Canada),http://t.co/sLWeIBQKeK,False,Wed Jun 27 03:31:13 +0000 2012
32,WhatTheFFacts,What The F*** Facts,Official Account of What The F*** Facts.,0,4260857,False,1,,http://pbs.twimg.com/profile_images/2094406413/WTF_Logo_normal.jpg,https://pbs.twimg.com/profile_images/2094406413/WTF_Logo_normal.jpg,Central Time (US & Canada),http://t.co/Vmu8UlFOCU,True,Wed Aug 10 06:20:27 +0000 2011
33,RelatabIeThings,Kardashian Reactions,"You're literally being so rude 
#Parody Account",351,248484,False,201,,http://pbs.twimg.com/profile_images/471897505374797824/nbUrJr17_normal.jpeg,https://pbs.twimg.com/profile_images/471897505374797824/nbUrJr17_normal.jpeg,Mumbai,,False,Mon May 21 02:45:43 +0000 2012
34,Libra_ht,Libra™,Not Libra? Follow Your Sign - @Aries_ht @Taurus_ht @Gemini_ht @Cancer_ht @Leo_h_t @Virgo_h_t @Scorpio_ht @Sagittarius_ht @Capricorn_ht @Aquarius_ht @Pisces_ht,0,204628,False,34551,,http://pbs.twimg.com/profile_images/2519870889/e2o5z0wn12q2ov5msinc_normal.jpeg,https://pbs.twimg.com/profile_images/2519870889/e2o5z0wn12q2ov5msinc_normal.jpeg,Central Time (US & Canada),http://t.co/eIbnLq5NiY,False,Sat Aug 11 05:21:31 +0000 2012
35,Sheldon_Jokes,Dr. Sheldon Cooper,• Possibly the most intelligent human being on the planet. • #Bazinga (Not affiliated with TBBT or Jim Parsons) #Business: TwittingBusiness@Gmail.Com,754,888202,False,59714,(Parody Account - Fan Page)  ,http://pbs.twimg.com/profile_images/463033790424571904/yxMJcF0m_normal.jpeg,https://pbs.twimg.com/profile_images/463033790424571904/yxMJcF0m_normal.jpeg,Mumbai,https://t.co/TBar2yA3yx,False,Thu Mar 15 12:10:29 +0000 2012
36,ThoughtCatalog,Thought Catalog,All thinking is relevant.,39,356412,False,1,"New York, NY",http://pbs.twimg.com/profile_images/2908067261/8dfbb91f3096a8dc66f95b0679cc0b71_normal.jpeg,https://pbs.twimg.com/profile_images/2908067261/8dfbb91f3096a8dc66f95b0679cc0b71_normal.jpeg,Eastern Time (US & Canada),http://t.co/YzaNttUp4Z,True,Fri Aug 21 21:08:23 +0000 2009
37,GreatestQuotes,Great Minds Quotes,"A collection of quotes that will challenge, motivate and inspire you.",0,2396692,False,228641,Ireland,http://pbs.twimg.com/profile_images/378800000520968918/d38fd96468e9ba14c1f9f022eb0c4e61_normal.png,https://pbs.twimg.com/profile_images/378800000520968918/d38fd96468e9ba14c1f9f022eb0c4e61_normal.png,Dublin,http://t.co/ERD6WQBHBz,False,Sat Feb 28 13:54:43 +0000 2009
38,Angel_Investor1,George Henderson,Angel Investment and Venture Capital News and Info for Entrepreneurs and private equity investors.,0,14828,False,11920,"New York, USA",http://pbs.twimg.com/profile_images/1628660899/yuiyui_normal.jpg,https://pbs.twimg.com/profile_images/1628660899/yuiyui_normal.jpg,Athens,,False,Tue Nov 08 10:58:36 +0000 2011
39,sardesairajdeep,Rajdeep Sardesai,"Editor in chief IBN 18 network. When not chained to the news,  watch cricket, read, sleep and enjoy family holidays.RTs not endorsements!",20,1343421,False,393,NOIDA,http://pbs.twimg.com/profile_images/347293067/Untitled-1_copy_normal.jpg,https://pbs.twimg.com/profile_images/347293067/Untitled-1_copy_normal.jpg,New Delhi,http://t.co/wvgdeHBTwT,True,Mon Jul 13 06:14:44 +0000 2009
40,funnyoneliners,Funny One Liners,One liners..ReTweets..The best of the old and the new humor compiled in one place.,170,679052,False,205045,Tampa Bay,http://pbs.twimg.com/profile_images/217287898/051809_189_normal.JPG,https://pbs.twimg.com/profile_images/217287898/051809_189_normal.JPG,Quito,,False,Mon May 18 14:39:34 +0000 2009
41,smilingshubhi,Shubhi,"So called-Engineer ,YES+! graduate...Insane...Child...Dreamer..Optimist...moving on some road not taken..;) luvvvving life...!!",21,31,False,161,India,http://pbs.twimg.com/profile_images/378800000040348161/d95a7810695ccc809c8f62a46ea1aa1c_normal.jpeg,https://pbs.twimg.com/profile_images/378800000040348161/d95a7810695ccc809c8f62a46ea1aa1c_normal.jpeg,New Delhi,,False,Fri Aug 28 14:38:30 +0000 2009
42,OshoQuotes,Osho Quotes,"Never Born, Never Died...Only Visited This Planet Earth Between 11 December 1931 – 19 January 1990",96,42747,False,0,,http://pbs.twimg.com/profile_images/378800000117684601/0946123da58a527eb9b5f19152c94e08_normal.jpeg,https://pbs.twimg.com/profile_images/378800000117684601/0946123da58a527eb9b5f19152c94e08_normal.jpeg,New Delhi,,False,Sun Apr 04 14:38:58 +0000 2010
43,rameshsrivats,Ramesh Srivats,"Armchair thinker, excessive drinker, occasional writer, wants to be lighter.",2,194583,False,217,"Bangalore, India",http://pbs.twimg.com/profile_images/2850341779/6ba63811b41732f2fac2dd6be51eb08d_normal.png,https://pbs.twimg.com/profile_images/2850341779/6ba63811b41732f2fac2dd6be51eb08d_normal.png,Chennai,http://t.co/TZsdLkxQ2U,True,Wed Nov 19 08:56:19 +0000 2008
44,PritishNandy,Pritish Nandy,"Writes. Paints. Makes movies. Former Editor, Member of Parliament. Founder, People for Animals. International Humanitarian Award, Genesis Awards 2012, LA.",253,568358,True,197,Mumbai. ,http://pbs.twimg.com/profile_images/378800000583453440/12d410d1d8cb91b381389b8b846b38cd_normal.jpeg,https://pbs.twimg.com/profile_images/378800000583453440/12d410d1d8cb91b381389b8b846b38cd_normal.jpeg,Mumbai,http://t.co/BJBidXgjG4,True,Tue Jun 30 07:57:58 +0000 2009
45,htTweets,Hindustan Times,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.,1818,925049,False,596,India,http://pbs.twimg.com/profile_images/455557542572072960/F68yUL5q_normal.jpeg,https://pbs.twimg.com/profile_images/455557542572072960/F68yUL5q_normal.jpeg,New Delhi,http://t.co/dCFWh1CEzO,True,Wed Apr 29 10:11:34 +0000 2009
46,fakingnews,Faking News,Indian news satire website,2,312399,False,514,Mumbai,http://pbs.twimg.com/profile_images/351272013/logo_short_normal.jpg,https://pbs.twimg.com/profile_images/351272013/logo_short_normal.jpg,New Delhi,http://t.co/x140q2PjT6,False,Fri Nov 14 05:22:37 +0000 2008
47,Freak_heart,Vartika Dewani,"Poetess, Day dreamer, Blogger, Procrastinator, In love with smiles, At peace with life and a perfect Gemini! :)",8,100,False,341,India,http://pbs.twimg.com/profile_images/3559596015/60927bd9a90cafe23120d9eff0297b4a_normal.jpeg,https://pbs.twimg.com/profile_images/3559596015/60927bd9a90cafe23120d9eff0297b4a_normal.jpeg,,http://t.co/wPjnODlagx,False,Sun Jan 16 20:27:46 +0000 2011
48,hardiksondagar,Hardik Sondagar,Rise,11,129,False,443,Ahmedabad,http://pbs.twimg.com/profile_images/2541254065/9ussikasvyoyagaxqu92_normal.jpeg,https://pbs.twimg.com/profile_images/2541254065/9ussikasvyoyagaxqu92_normal.jpeg,Chennai,http://t.co/7B07BTvByt,False,Sun May 15 12:58:12 +0000 2011
49,anupamapanchal,Anupama,Founder @gridle_in;  UI/UX @ thewebstudio.in; An entrepreneur; CS; Flutist; Chess-player;,0,122,False,134,Ahmedabad,http://pbs.twimg.com/profile_images/378800000783475319/b34a1f247e2d2d0a1669dc528be5a882_normal.jpeg,https://pbs.twimg.com/profile_images/378800000783475319/b34a1f247e2d2d0a1669dc528be5a882_normal.jpeg,Chennai,http://t.co/4C73hpnN0M,False,Tue Dec 22 19:21:12 +0000 2009
50,twitter_hi,Twindi,"Twitter volunteer Translation Center community account. Help translate http://t.co/K91mYVdd9j #TTC_HI. Not maintained by Twitter, Inc.",0,291794,False,14,,http://pbs.twimg.com/profile_images/2284174796/rkgozj0hiutskkf3gvf3_normal.png,https://pbs.twimg.com/profile_images/2284174796/rkgozj0hiutskkf3gvf3_normal.png,Pacific Time (US & Canada),http://t.co/K91mYVdd9j,False,Tue Aug 16 00:05:35 +0000 2011
